airline_sentiment,airline,text,hour_of_day,am_or_pm,day_of_week,weekend,tweet_length
negative,American,@AmericanAir Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?,15,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir @dfwairport got rebooked through the AA online app.,15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir please pray for us that our gear is not lost or stolen due to YOUR incompetent employees. #CNN #ABCNews #MSNBC #Photography,15,PM,Sunday,Weekend,Long
positive,American,@AmericanAir shoutout to the agent on duty now @ Gate B1 #ABQ / outstanding customer service w delayed FLT 336 http://t.co/OoEJ4d4JoP,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir ...is this how you want to treat your platinum (and two gold) flyers??,15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir Your gate attendants in ABQ are awful as was your service. You should be ashamed. Terrible experience here from start to finish,15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir Still sitting in airport as 6:05 flt delayed until 6:55...but still not boarding, what is happening?  No info....",15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir @sa_craig no gate agent, and only 3 PA updates for 3 hours, hinted at abandonment. horrible experience for all passengers.",15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir been a very long day in Philly...12:13pm flt to ORD Cancelled Flighted with NO notice, no message, no email.  NOT NICE FOR WE PLATINUMS.",15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!,15,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir what name and department does it come under? Thanks,15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir 1416 Cancelled Flightled? Can't get out for two days? No explanation?,15,PM,Sunday,Weekend,Short
negative,American,"@AmericanAir @sa_craig no, not helped one bit. actually ended up driving home due to extreme disorganization and lack of communication.",15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir United needs our ticket number since you rebooked us and you gave the incorrect ticket number now we can't check in #help,15,PM,Sunday,Weekend,Long
negative,American,#nothelpful MT @AmericanAir: Our call volume is extremely high today. Our apologies. Please continue contacting Reservations for assistance.,15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir I've been trying to call to cxl a reservation for tomorrow, due to needing surgery this week - cannot get through?",15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir I can't keep dialing you guys all day. Can I get into the callback queue?,15,PM,Sunday,Weekend,Short
neutral,American,@AmericanAir Cancelled Flight previous request. Will accept ticket number for document number,15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir I've called that and they said they can't help me and it's out of their hands. I really feel like an under appreciated customer,15,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir 62 inches !?,15,PM,Sunday,Weekend,Short
positive,American,@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir they could be seen if your horrible customer service group would actually update the information! Never fly American again!,15,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir Am on web site requesting refund for Cancelled Flightled flight. It requires numerical document number. Where get it?,15,PM,Sunday,Weekend,Long
positive,American,"@AmericanAir Hmm. Looks like you looked at my tweet from last month, not this one. Was able to get U.K. agent to help me, thanks.",15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir Stuck on a plane at JFK: food was not on the plane now we need to wait crew to push back the plane. Good job, AA!",15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir no one met flight 1081 to LAX to tell passengers where to go or what flights they were rebooked on #badmgmt #AmericanAirlines,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir while I'm aggravated - shouldn't baggage fees disappear now that gas prices have dropped?,15,PM,Sunday,Weekend,Long
positive,American,"“@AmericanAir: @Dawn_Davis You're very welcome, Dawn. We love taking you flying. Let's do it again!” Again in 1 week!",15,PM,Sunday,Weekend,Long
negative,American,@americanair never fails to disappoint. waiting at jfk an hour after scheduled take off and still no word on departure,15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir one of my luggage didn't made it onto my flight, hope it really gets here tomorrow, as I was told 😓😭",15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir lost my wife's luggage and nobody gives you and answer, all they say is go here or call there.",15,PM,Sunday,Weekend,Long
neutral,American,@AmericanAir check your dm pls,15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir why don't you have driver service to get employees to work in bad weather like hospitals etc #badmgmt #AmericanAirlines,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir the fact that that rule makes it poor customer service. I can Cancelled Flight/change on @SouthwestAir with no penalty or hoops.,15,PM,Sunday,Weekend,Long
positive,American,@AmericanAir Thank you! You will see me :),15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir a phone call or email when you Cancelled Flight a flight would be lovely.,15,PM,Sunday,Weekend,Short
neutral,American,@AmericanAir a guy try right...,15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir You've now put me on a BA flight - can I get access for 2 for the lounge? Been at ORD for 11.5 hrs now and still have 5 to go.,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir flight 1081 from IAD to LAX sat for more than 3hrs because ground crew couldn't drive in snow #badmgmt #AmericanAirlines,15,PM,Sunday,Weekend,Long
positive,American,"@AmericanAir Haha I had a boarding pass for 12B, was boarding the plane and the gate agent told me to go to 41G. I'm here now. No worries.",15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir you cxl both my flights to/from DFW to CLL w/o notice then treat me like trash on the phone and offer no compensation? WTH?,15,PM,Sunday,Weekend,Long
negative,American,"As am I, @AmericanAir - but thankfully there was a @united lounge next door. Really not impressed by oneworld partnerships :(",15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir delayed.....wow,15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir My flt AA375 for 02/23 got cncled and i cant get hold of a CSR so i can get alternate arrangement. Plz help,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir our flight was Cancelled Flightled and rebooked to United. You didn't give them accurate ticket number now we can't check in. #annoyed,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir You guys are totally losing me. I've been an AA fan for years but telling me reps are busy and hanging up on me is really bad.,15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir @NY_NJairports AA1224: 45 mins for Priority bags to arrive, now Late Flight for evening plans! Delta 20 min bag guarantee anyone? :(",15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir sitting in a 2 hour long at least phone queue. Hoping I get things rebooked in time or at least some plastic wings. #tears,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir it's always better to find out equipment is INOP on the ground than in the air! #safetyfirst,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir is rude a hiring requirement at key west airport shaking my head,15,PM,Sunday,Weekend,Short
neutral,American,@AmericanAir can I DM you info?,15,PM,Sunday,Weekend,Short
negative,American,"@AmericanAir 11 out of 11 delayed flights, you suck and getting worse",15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir Tired of sitting on a delayed #1702 again and again computer down,15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir @dotnetnate Two hour wait for EXPs as I sit on a JFK PHX flight because US computers are down. Any shot at an LAX flight?,15,PM,Sunday,Weekend,Long
positive,American,@AmericanAir awesome! Thx,15,PM,Sunday,Weekend,Short
negative,American,"@AmericanAir @SeguineJ AA - this is a joke, right? That line isn't even accepting calls right now - they just hang up.",15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir yes, and rebooked incorrectly.",15,PM,Sunday,Weekend,Short
negative,American,"@AmericanAir fair enough. But they could have at least told us. Once again it's the lack of communication. Delays happen, just tell me",15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir even with calls you haven't been able to help us anyway. #nevergettinghome,15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir 2293 is the Cancelled Flightled one,15,PM,Sunday,Weekend,Short
positive,American,@AmericanAir 1138 got us to LGA safely. Thanks for taking the time to make the plane safe before flying!,15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir Cancelled Flightled my flight, didn't notify me, and I can only rebook by phone, but can't get through to an agent. Epic. Fail.",15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir i was just severely upset by the rude cs rep. I get she's prob stressed, but I am too! An ""aw, let me help"" cld mk it btr",15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir while I'm sensitive to this fact, I don't believe that warrants poor service. A little help &amp; compassion goes a long way.",15,PM,Sunday,Weekend,Long
positive,American,@AmericanAir Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-),15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir I did. 5 times. With 4 of those being hung up on. The other one it finally sent me to the call back notification. #FixYourStuff,15,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir complt incompetence on flt 295.Lav delay from a pln that lnded last nite, no internet and poor svc. Not what I expect from u.",15,PM,Sunday,Weekend,Long
positive,American,@AmericanAir Just landed - crew couldn't have been more gracious or accommodating. Although a long delay I appreciate your prompt response!,15,PM,Sunday,Weekend,Long
negative,American,@AmericanAir why would I bother wasting my time calling them when they are gunna do nothing,15,PM,Sunday,Weekend,Short
negative,American,@AmericanAir five times at last count,14,PM,Sunday,Weekend,Short
negative,American,@AmericanAir as usual my next flight shows on time but it's suppose to leave in 5 minutes and hasn't boarded,14,PM,Sunday,Weekend,Long
negative,American,@AmericanAir 250 I'm not sure if I'm rebooked now. In a line at airport trying to work it out. The earlier I can get to SFO the better:(,14,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir Orbitz has only shown ""priority"" seats since we booked &amp; paid 3 weeks ago.",14,PM,Sunday,Weekend,Short
negative,American,"@AmericanAir has Cancelled Flighted their last 3 flight into SHV tonight &amp; all flights for tomorrow, Feb. 23, out of SHV and multiple flight into SHV.",14,PM,Sunday,Weekend,Long
negative,American,@AmericanAir this might look good but the pita is inedible. Last year delicious shrimp cocktail. This year garbage http://t.co/Sotl8XQsrp,14,PM,Sunday,Weekend,Long
negative,American,@AmericanAir that's if it is ever complete and if i can ever get through customer service #theydontanswer,14,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir Where are your tickets offices in Boston? Impossible to book by phone or use vouchers on website, what a headache. PLEASE HELP!",14,PM,Sunday,Weekend,Long
negative,American,"@AmericanAir not sure what this means but son and I will certainly have operational needs for seats during Flt. 1679 next Friday, yet...",14,PM,Sunday,Weekend,Long
positive,American,@AmericanAir flights have been on time Late Flightly though!,14,PM,Sunday,Weekend,Short
negative,American,@AmericanAir @SentieriMelinda Any updates? It shouldn't take hours for assistance. I love @SouthwestAir,14,PM,Sunday,Weekend,Long
negative,American,@AmericanAir I've flown you many years without a complaint. You should start listening to your customers.  You went from first to worst,14,PM,Sunday,Weekend,Long
